,Risk_Category,Loan_Amount,Credit_Score,Loan_Purpose,Annual_Income,Employment_Length,Debt-to-Income_Ratio,Number_of_Open_Accounts,Number_of_Past_Due_Payments
8124,low-risk,23545.0,625.0,business,55646.33,3,0.4,2,0
8125,low-risk,18515.0,692.0,medical expenses,46394.16,5,0.4,3,1
8126,high-risk,12464.0,635.0,business,47036.51,10,0.5,4,2
8127,low-risk,20246.0,705.0,car,52003.44,5,0.3,2,0
8128,low-risk,19549.0,731.0,debt consolidation,57456.22,5,0.4,3,0
8129,high-risk,15054.0,631.0,business,63359.99,8,0.45,5,1
8130,low-risk,16473.0,771.0,home improvement,58981.67,2,0.4,3,1
8131,low-risk,19875.0,706.0,debt consolidation,55593.14,2,0.4,2,0
8132,low-risk,18788.0,711.0,home improvement,61050.54,8,0.3,2,1
8133,low-risk,22065.0,657.0,car,56069.12,5,0.3,2,1
8134,high-risk,17534.0,512.0,business,61997.92,5,0.5,4,1
8135,low-risk,23302.0,729.0,business,55031.58,10,0.35,3,1
8136,low-risk,16222.0,706.0,car,65551.41,10,0.35,2,0
8137,high-risk,17903.0,663.0,car,47177.58,2,0.5,3,1
8138,low-risk,17818.0,698.0,debt consolidation,57368.26,5,0.35,5,1
8139,high-risk,15804.0,583.0,car,48911.1,10,0.45,3,2
8140,high-risk,14474.0,547.0,medical expenses,57426.04,8,0.5,4,1
8141,low-risk,23206.0,735.0,home improvement,57140.86,5,0.4,5,0
8142,low-risk,18883.0,726.0,car,59306.48,3,0.35,4,0
8143,high-risk,12703.0,613.0,medical expenses,57797.55,10,0.5,3,2
8144,low-risk,21647.0,675.0,business,58716.87,8,0.4,2,1
8145,low-risk,18818.0,695.0,car,58650.74,8,0.4,3,1
8146,high-risk,15983.0,558.0,home improvement,54361.37,3,0.5,5,1
8147,low-risk,21336.0,663.0,home improvement,54572.82,10,0.35,3,1
8148,high-risk,14722.0,641.0,debt consolidation,66237.13,2,0.5,2,2
8149,low-risk,25576.0,682.0,business,52732.18,8,0.3,2,0
8150,low-risk,20778.0,674.0,business,52590.98,5,0.35,3,0
8151,low-risk,20056.0,699.0,home improvement,60297.69,2,0.35,5,0
8152,high-ris,9436.0,580.0,medical expenses,55031.9,8,0.5,3,1
8153,low-risk,23539.0,643.0,home improvement,61588.09,8,0.4,3,0
8154,high-risk,17423.0,711.0,car,51657.86,3,0.5,5,2
8155,low-risk,21888.0,716.0,debt consolidation,58502.38,10,0.35,3,1
8156,low-risk,18477.0,736.0,car,51352.44,10,0.3,3,0
8157,low-risk,22502.0,718.0,business,58365.21,3,0.4,3,0
8158,low-risk,22735.0,759.0,car,53390.33,3,0.35,3,1
8159,low-risk,17994.0,741.0,business,56161.43,2,0.3,4,1
8160,low-ris,15749.0,722.0,debt consolidation,52754.72,2,0.4,5,1
8161,low-risk,21744.0,714.0,business,54643.94,3,0.4,3,0
8162,high-risk,11804.0,615.0,debt consolidation,59551.16,2,0.5,2,1
8163,low-risk,20456.0,634.0,medical expenses,58622.04,5,0.35,3,0
8164,high-risk,17594.0,589.0,medical expenses,56588.88,3,0.5,3,2
8165,low-risk,23656.0,644.0,debt consolidation,65172.29,10,0.3,3,1
8166,low-risk,18821.0,720.0,home improvement,58451.36,10,0.4,4,1
8167,low-risk,23322.0,678.0,debt consolidation,52514.43,3,0.3,2,0
8168,low-risk,18457.0,791.0,business,54059.87,10,0.3,5,0
8169,low-risk,23000.0,684.0,medical expenses,55384.51,8,0.4,4,0
8170,low-risk,26181.0,703.0,medical expenses,60999.2,5,0.3,3,1
8171,low-risk,16796.0,688.0,debt consolidation,59987.64,8,0.4,5,1
8172,high-risk,15346.0,615.0,home improvement,52966.5,3,0.45,5,1
8173,low-risk,28246.0,663.0,debt consolidation,59044.09,10,0.3,3,1
8174,high-risk,14782.0,625.0,business,54036.8,2,0.45,2,2
8175,low-risk,20185.0,635.0,business,51108.46,8,0.3,4,0
8176,low-risk,22365.0,716.0,car,58186.69,8,0.35,2,0
8177,low-risk,20123.0,687.0,home improvement,50230.52,10,0.4,3,1
8178,low-risk,14878.0,758.0,medical expenses,56142.62,2,0.4,5,0
8179,low-risk,23397.0,663.0,business,57848.48,3,0.4,4,0
8180,low-risk,13991.0,744.0,business,53189.58,10,0.4,3,0
8181,low-risk,18750.0,747.0,home improvement,52877.9,5,0.4,2,1
8182,low-risk,23622.0,738.0,debt consolidation,54716.58,5,0.35,3,1
8183,low-risk,18930.0,707.0,car,63833.87,3,0.4,3,1
8184,low-risk,17919.0,690.0,business,52144.54,3,0.35,4,1
8185,low-risk,22638.0,738.0,car,57365.79,5,0.3,5,1
8186,high-risk,20661.0,585.0,medical expenses,52815.18,2,0.5,5,2
8187,high-risk,15244.0,604.0,car,58979.38,3,0.5,3,1
8188,low-risk,20824.0,699.0,business,49947.3,5,0.4,3,1
8189,high-risk,14691.0,550.0,debt consolidation,55279.1,2,0.5,5,2
8190,high-risk,13300.0,597.0,business,48527.3,2,0.45,5,1
8191,low-risk,21911.0,722.0,medical expenses,48093.46,3,0.4,3,1
8192,low-risk,21393.0,672.0,car,54426.02,8,0.4,3,0
8193,high-risk,14065.0,614.0,debt consolidation,53815.88,2,0.45,3,1
8194,low-risk,19126.0,633.0,debt consolidation,51795.56,3,0.35,4,1
8195,high-risk,14264.0,635.0,car,49810.62,2,0.5,3,1
8196,low-risk,23571.0,686.0,car,53370.0,10,0.3,5,1
8197,low-risk,19152.0,711.0,car,53017.22,2,0.3,3,1
8198,low-risk,21964.0,726.0,medical expenses,61081.39,8,0.35,3,0
8199,low-risk,21696.0,702.0,debt consolidation,62277.15,2,0.35,4,1
8200,high-risk,14576.0,626.0,business,53837.48,8,0.5,4,2
8201,high-risk,11452.0,607.0,medical expenses,56044.74,5,0.45,4,1
8202,low-risk,17263.0,712.0,car,57032.16,8,0.3,2,1
8203,low-risk,18613.0,711.0,car,53488.0,2,0.3,3,1
8204,high-risk,16557.0,597.0,business,52065.72,5,0.45,4,2
8205,low-risk,25455.0,689.0,business,56157.79,5,0.35,5,0
8206,low-risk,18548.0,718.0,business,55371.15,5,0.3,5,1
8207,low-risk,22414.0,754.0,home improvement,50489.26,5,0.35,5,1
8208,high-risk,17487.0,544.0,medical expenses,58678.71,2,0.45,3,2
8209,high-risk,16658.0,638.0,home improvement,61432.18,3,0.45,5,1
8210,low-risk,24546.0,666.0,business,58668.72,8,0.3,3,1
8211,low-risk,22293.0,684.0,debt consolidation,64069.78,3,0.4,5,1
8212,high-risk,18859.0,629.0,medical expenses,62481.27,3,0.45,3,2
8213,low-risk,18283.0,701.0,home improvement,58414.91,8,0.4,5,0
8214,low-risk,23769.0,737.0,car,46392.3,10,0.35,2,1
8215,low-risk,20426.0,739.0,medical expenses,53598.87,8,0.4,3,0
8216,high-risk,19729.0,569.0,debt consolidation,60627.86,10,0.45,4,1
8217,low-risk,17543.0,693.0,debt consolidation,57433.25,8,0.35,5,0
8218,low-risk,22110.0,716.0,business,58691.99,3,0.4,3,1
8219,low-risk,22983.0,732.0,business,48039.23,3,0.3,3,0
8220,low-risk,20054.0,717.0,car,58540.73,8,0.4,5,1
8221,low-risk,27426.0,687.0,debt consolidation,56036.06,5,0.4,2,0
8222,low-risk,22472.0,682.0,business,58524.3,10,0.35,4,0
8223,low-risk,19270.0,667.0,home improvement,57935.33,5,0.35,3,0
8224,low-risk,17553.0,706.0,business,63214.51,10,0.4,5,1
8225,low-risk,17075.0,719.0,car,57559.22,3,0.4,5,1
8226,low-risk,21006.0,722.0,car,57358.0,10,0.3,2,1
8227,high-risk,19146.0,580.0,home improvement,47446.81,3,0.5,3,2
8228,high-ris,17241.0,599.0,medical expenses,59909.01,8,0.5,3,1
8229,low-risk,24399.0,659.0,debt consolidation,57386.86,8,0.3,3,0
8230,high-risk,13832.0,565.0,car,52549.56,2,0.5,4,1
8231,low-risk,16463.0,713.0,debt consolidation,50271.51,2,0.4,2,1
8232,high-risk,17087.0,556.0,home improvement,53420.39,8,0.45,4,2
8233,low-risk,23767.0,675.0,home improvement,62000.03,2,0.3,5,0
8234,low-risk,18311.0,743.0,medical expenses,66835.64,8,0.3,2,1
8235,low-risk,23366.0,682.0,car,53456.41,5,0.35,3,0
8236,low-risk,21424.0,634.0,home improvement,50295.48,3,0.35,2,1
8237,high-risk,12589.0,664.0,business,60048.84,8,0.5,3,1
8238,low-risk,17892.0,693.0,debt consolidation,53243.08,2,0.35,3,0
8239,low-risk,19717.0,756.0,debt consolidation,59707.47,2,0.35,3,1
8240,low-risk,20569.0,715.0,business,59408.19,2,0.35,4,1
8241,high-risk,14654.0,604.0,debt consolidation,49717.72,5,0.5,3,1
8242,low-risk,17343.0,694.0,business,55510.51,5,0.4,3,1
8243,low-risk,19212.0,694.0,debt consolidation,43737.89,5,0.35,3,1
8244,high-risk,13004.0,684.0,home improvement,59444.63,8,0.5,4,1
8245,low-risk,21988.0,720.0,medical expenses,52866.21,3,0.3,2,1
8246,low-risk,17275.0,658.0,car,51255.42,5,0.4,5,0
8247,high-risk,17199.0,566.0,car,54997.07,2,0.5,2,1
8248,low-risk,22022.0,699.0,car,54196.32,2,0.4,2,1
8249,low-risk,15446.0,667.0,car,52364.32,5,0.4,3,0
8250,low-risk,23855.0,647.0,car,52635.26,3,0.4,2,0
8251,high-risk,22558.0,659.0,business,54527.68,3,0.45,3,1
8252,low-risk,15357.0,676.0,home improvement,55110.45,3,0.35,4,1
8253,high-risk,12496.0,552.0,medical expenses,60911.27,2,0.5,5,1
8254,high-risk,19408.0,604.0,car,65203.86,8,0.45,3,2
8255,low-risk,18402.0,686.0,debt consolidation,58216.56,10,0.3,2,1
8256,high-risk,10872.0,601.0,debt consolidation,55609.84,5,0.5,2,2
8257,low-risk,22220.0,737.0,medical expenses,47488.56,5,0.35,3,0
8258,low-risk,19393.0,709.0,car,52841.22,10,0.4,3,0
8259,high-risk,13061.0,592.0,car,47937.26,10,0.45,3,2
8260,high-risk,11956.0,595.0,home improvement,48410.21,2,0.5,2,2
8261,low-risk,24245.0,748.0,debt consolidation,58164.35,2,0.4,4,1
8262,low-risk,25055.0,668.0,debt consolidation,53240.21,5,0.3,5,1
8263,low-risk,13940.0,689.0,business,58271.99,8,0.4,3,1
8264,low-risk,23273.0,717.0,debt consolidation,57455.52,5,0.35,4,0
8265,low-risk,20750.0,744.0,car,53855.71,5,0.3,2,1
8266,low-risk,22772.0,694.0,car,49988.38,5,0.3,3,1
8267,low-risk,18349.0,678.0,debt consolidation,53472.16,2,0.4,3,1
8268,low-risk,14695.0,697.0,business,45694.74,5,0.35,4,0
8269,low-risk,21753.0,727.0,medical expenses,50812.01,8,0.35,3,1
8270,high-risk,12897.0,519.0,debt consolidation,67191.93,8,0.5,4,1
8271,high-risk,14010.0,624.0,medical expenses,54473.77,8,0.5,4,1
8272,low-risk,16045.0,703.0,debt consolidation,61085.9,5,0.3,4,1
8273,low-risk,21803.0,657.0,medical expenses,50092.26,10,0.35,2,1
8274,low-risk,20418.0,727.0,car,59265.06,5,0.4,2,0
8275,low-risk,22347.0,713.0,car,52516.18,10,0.3,5,0
8276,low-risk,22007.0,672.0,medical expenses,55134.91,5,0.4,2,1
8277,high-risk,20367.0,537.0,home improvement,49856.07,8,0.45,4,2
8278,low-risk,19789.0,710.0,car,58759.83,10,0.3,3,1
8279,low-risk,18466.0,707.0,business,56126.46,8,0.4,5,1
8280,low-risk,19369.0,695.0,business,59765.83,5,0.35,5,1
8281,low-risk,17098.0,700.0,medical expenses,56707.2,2,0.3,3,0
8282,low-risk,21171.0,689.0,home improvement,64743.87,10,0.35,2,0
8283,high-risk,17698.0,551.0,business,56148.23,5,0.45,5,1
8284,low-risk,17550.0,737.0,car,56127.67,8,0.35,3,0
8285,low-risk,23844.0,685.0,debt consolidation,57691.05,3,0.35,2,0
8286,low-risk,20341.0,684.0,debt consolidation,67688.87,2,0.4,4,0
8287,high-risk,11185.0,605.0,car,52631.01,3,0.45,3,1
8288,low-risk,14902.0,743.0,home improvement,49303.61,3,0.3,4,1
8289,low-risk,14578.0,734.0,medical expenses,53865.32,2,0.4,5,1
8290,high-risk,16952.0,562.0,car,52725.19,8,0.5,2,2
8291,low-risk,22369.0,737.0,debt consolidation,62183.89,3,0.3,3,0
8292,low-risk,17986.0,703.0,medical expenses,56402.1,3,0.3,2,0
8293,low-risk,25010.0,675.0,home improvement,52214.59,5,0.4,5,1
8294,low-risk,22205.0,686.0,business,53113.61,2,0.4,3,0
8295,low-risk,17275.0,741.0,debt consolidation,56261.88,10,0.4,4,1
8296,low-risk,20093.0,762.0,home improvement,49020.09,3,0.4,5,0
8297,low-risk,27431.0,710.0,car,40903.17,5,0.35,5,0
8298,low-risk,16272.0,683.0,home improvement,58533.48,2,0.4,3,1
8299,low-risk,21585.0,696.0,home improvement,51864.33,10,0.4,3,1
8300,low-risk,19032.0,677.0,medical expenses,67518.08,10,0.3,3,1
8301,low-risk,22121.0,681.0,debt consolidation,60322.63,3,0.4,4,1
8302,high-risk,18188.0,629.0,debt consolidation,48584.56,8,0.45,4,2
8303,low-risk,18841.0,698.0,home improvement,51419.81,2,0.35,2,0
8304,low-risk,23357.0,704.0,car,55764.09,5,0.3,3,1
8305,low-risk,26664.0,696.0,home improvement,62013.36,2,0.35,3,1
8306,low-risk,20199.0,693.0,car,52843.55,5,0.3,3,1
8307,low-risk,22355.0,723.0,medical expenses,47438.64,3,0.3,5,1
8308,low-risk,18229.0,693.0,debt consolidation,64567.75,2,0.4,4,1
8309,low-risk,20058.0,695.0,debt consolidation,64678.13,3,0.3,3,0
8310,low-risk,19470.0,695.0,debt consolidation,48786.57,8,0.35,4,0
8311,high-risk,9005.0,612.0,debt consolidation,56084.1,5,0.5,5,2
8312,low-risk,23614.0,685.0,medical expenses,45044.67,8,0.4,5,0
8313,low-risk,19671.0,718.0,home improvement,58540.85,5,0.4,2,1
8314,low-risk,24601.0,678.0,debt consolidation,64388.0,8,0.35,2,0
8315,low-risk,24590.0,710.0,business,58782.93,2,0.4,3,1
8316,low-risk,22541.0,716.0,car,52816.39,5,0.3,5,1
8317,low-risk,18452.0,733.0,car,53448.65,3,0.35,2,0
8318,low-risk,18165.0,688.0,debt consolidation,62982.08,5,0.4,5,0
8319,high-risk,18905.0,594.0,car,59317.37,10,0.5,2,2
8320,high-risk,12528.0,687.0,car,53061.73,5,0.45,3,2
8321,low-risk,16365.0,729.0,medical expenses,57792.4,5,0.4,4,0
8322,low-risk,22031.0,762.0,car,54535.71,10,0.35,5,1
8323,high-risk,19702.0,602.0,medical expenses,52452.06,8,0.45,3,2
8324,low-risk,22471.0,662.0,car,64287.72,8,0.35,3,0
8325,low-risk,20052.0,724.0,medical expenses,54709.05,5,0.3,3,0
8326,low-risk,24001.0,672.0,car,56230.54,8,0.4,4,0
8327,low-risk,23424.0,690.0,business,61648.12,10,0.35,5,0
8328,low-risk,24305.0,706.0,home improvement,60284.96,3,0.3,3,0
8329,low-risk,24382.0,711.0,medical expenses,57228.04,8,0.3,4,1
8330,low-risk,20431.0,702.0,business,52013.35,5,0.3,3,1
8331,low-risk,16524.0,682.0,home improvement,54430.16,3,0.4,3,0
8332,high-risk,11879.0,578.0,home improvement,55374.38,3,0.45,4,2
8333,low-risk,13739.0,684.0,business,54423.68,3,0.4,2,1
8334,low-risk,16749.0,738.0,debt consolidation,57310.21,5,0.3,4,1
8335,low-risk,20206.0,659.0,debt consolidation,53136.17,3,0.4,5,0
8336,high-risk,15877.0,590.0,medical expenses,50759.86,10,0.5,2,1
8337,high-risk,15411.0,563.0,debt consolidation,50640.03,3,0.5,5,2
8338,low-risk,21478.0,675.0,medical expenses,59317.69,10,0.4,3,0
8339,low-risk,19088.0,685.0,business,62557.98,5,0.35,3,1
8340,high-risk,11000.0,664.0,debt consolidation,56131.39,5,0.5,2,1
8341,low-risk,19840.0,739.0,debt consolidation,53975.91,5,0.35,5,0
8342,low-risk,17305.0,726.0,car,56499.04,3,0.35,5,1
8343,low-risk,19188.0,701.0,car,45994.69,8,0.3,2,0
8344,low-risk,24028.0,706.0,home improvement,52568.42,8,0.3,3,1
8345,low-risk,19188.0,738.0,car,60780.65,3,0.4,5,0
8346,low-risk,25313.0,721.0,business,57987.94,2,0.35,5,1
8347,low-risk,24295.0,701.0,medical expenses,52937.53,2,0.35,3,0
8348,high-risk,11656.0,600.0,medical expenses,56061.13,10,0.45,3,2
8349,high-risk,12607.0,648.0,car,51995.55,8,0.45,4,1
8350,high-risk,13636.0,605.0,car,57510.7,3,0.45,2,2
8351,high-risk,12361.0,601.0,medical expenses,59045.42,5,0.5,3,2
8352,low-risk,18529.0,684.0,home improvement,57476.2,8,0.3,3,0
8353,low-risk,22724.0,690.0,debt consolidation,54309.26,3,0.3,3,1
8354,low-risk,23625.0,714.0,home improvement,57081.1,2,0.3,2,0
8355,high-risk,22421.0,596.0,business,51417.35,2,0.45,4,2
8356,low-risk,17972.0,657.0,business,58864.45,2,0.3,3,1
8357,high-risk,15442.0,458.0,debt consolidation,62501.41,10,0.5,3,2
8358,low-risk,20456.0,671.0,debt consolidation,58156.45,3,0.3,4,1
8359,high-risk,14957.0,668.0,home improvement,54899.65,3,0.45,3,1
8360,low-risk,18943.0,736.0,medical expenses,44825.54,5,0.4,4,0
8361,low-risk,19788.0,692.0,debt consolidation,52948.89,3,0.4,3,0
8362,high-risk,15721.0,619.0,home improvement,62108.11,5,0.45,3,2
8363,low-risk,22297.0,713.0,home improvement,55352.3,2,0.35,5,
8364,high-risk,15478.0,623.0,medical expenses,52952.87,8,0.45,4,1
8365,low-risk,11649.0,744.0,home improvement,49672.77,2,0.3,3,1
8366,low-risk,19928.0,680.0,business,60882.72,3,0.4,3,0
8367,low-risk,17775.0,747.0,medical expenses,56126.05,5,0.3,4,1
8368,low-risk,25066.0,696.0,car,60531.64,2,0.3,3,0
8369,low-risk,18244.0,690.0,home improvement,44079.43,3,0.3,4,1
8370,low-risk,16707.0,667.0,debt consolidation,58357.35,3,0.4,4,1
8371,low-risk,21524.0,706.0,debt consolidation,49816.85,5,0.3,5,1
8372,low-risk,18019.0,768.0,medical expenses,56814.97,10,0.4,2,1
8373,low-risk,17662.0,712.0,debt consolidation,53615.31,8,0.3,3,-1
8374,low-risk,21529.0,708.0,debt consolidation,53586.53,10,0.3,2,0
8375,high-risk,10789.0,680.0,car,57403.13,2,0.45,5,1
8376,low-risk,15628.0,718.0,debt consolidation,53991.04,10,0.4,5,0
8377,low-risk,25178.0,705.0,medical expenses,50510.26,5,0.3,3,1
8378,low-risk,21738.0,698.0,medical expenses,53858.78,8,0.3,4,1
8379,low-risk,19207.0,715.0,business,55854.71,10,0.35,4,1
8380,low-risk,19990.0,646.0,home improvement,53787.07,10,0.4,3,1
8381,high-risk,18027.0,611.0,home improvement,53095.74,8,0.5,4,2
8382,high-risk,16493.0,640.0,home improvement,50187.0,2,0.5,4,1
8383,low-risk,17732.0,701.0,medical expenses,62380.17,5,0.35,3,1
8384,low-risk,21098.0,678.0,debt consolidation,51939.34,8,0.4,2,1
8385,high-risk,14674.0,541.0,home improvement,62610.07,2,0.45,5,1
8386,low-risk,19433.0,660.0,debt consolidation,60265.04,8,0.3,5,1
8387,low-risk,20482.0,733.0,debt consolidation,62262.24,5,0.4,4,1
8388,low-risk,19980.0,680.0,business,50737.57,5,0.35,3,1
8389,low-risk,22207.0,681.0,home improvement,54934.01,10,0.4,4,1
8390,high-risk,15786.0,651.0,medical expenses,54883.09,10,0.45,3,1
8391,low-risk,15475.0,717.0,medical expenses,56656.94,3,0.4,3,0
8392,low-risk,15927.0,639.0,business,54429.84,3,0.35,2,0
8393,low-risk,18891.0,742.0,home improvement,53331.59,10,0.4,2,0
8394,high-risk,17027.0,586.0,debt consolidation,55037.84,5,0.5,4,1
8395,high-risk,9421.0,644.0,home improvement,52392.82,2,0.5,3,2
8396,low-risk,19375.0,720.0,medical expenses,52570.09,10,0.3,3,0
8397,low-risk,18391.0,667.0,medical expenses,58646.12,3,0.35,5,0
8398,low-risk,18338.0,699.0,medical expenses,56388.37,5,0.3,3,0
8399,high-risk,7906.0,486.0,debt consolidation,44244.12,8,0.5,3,1
8400,high-risk,19481.0,586.0,medical expenses,60624.96,10,0.45,4,1
8401,low-risk,21368.0,667.0,home improvement,59403.31,10,0.4,2,0
8402,high-risk,10406.0,582.0,debt consolidation,52887.34,2,0.45,5,2
8403,low-risk,28260.0,705.0,home improvement,57682.09,5,0.35,2,0
8404,low-risk,20236.0,687.0,car,49951.02,2,0.4,3,0
8405,low-risk,18268.0,685.0,car,51995.01,8,0.3,5,1
8406,low-risk,24236.0,691.0,debt consolidation,55341.51,5,0.4,3,0
8407,low-risk,18593.0,745.0,medical expenses,50032.08,2,0.4,2,1
8408,low-risk,24989.0,765.0,medical expenses,62208.01,8,0.3,3,0
8409,low-risk,17388.0,686.0,debt consolidation,51163.82,8,0.4,2,0
8410,low-risk,24290.0,710.0,home improvement,60472.41,10,0.4,4,0
8411,low-risk,20603.0,675.0,car,44421.19,5,0.3,4,1
8412,low-risk,23873.0,723.0,medical expenses,55567.17,8,0.3,3,0
8413,low-risk,25705.0,686.0,medical expenses,61613.61,2,0.35,4,0
8414,low-risk,16602.0,679.0,car,49667.05,5,0.35,3,1
8415,low-risk,23827.0,760.0,debt consolidation,54092.02,8,0.4,3,1
8416,high-risk,13639.0,570.0,debt consolidation,50466.31,10,0.5,5,2
8417,high-risk,10840.0,601.0,debt consolidation,55671.55,3,0.5,4,1
8418,high-risk,16010.0,634.0,medical expenses,54414.65,3,0.45,3,1
8419,low-risk,21511.0,689.0,home improvement,50262.45,3,0.35,2,0
8420,low-risk,20099.0,681.0,business,63364.88,8,0.3,3,0
8421,low-risk,19499.0,782.0,debt consolidation,55658.25,8,0.3,5,0
8422,low-risk,20439.0,722.0,business,65959.46,2,0.4,3,1
8423,low-risk,21774.0,698.0,home improvement,51075.94,3,0.3,3,0
8424,low-risk,22005.0,679.0,medical expenses,53435.63,3,0.4,3,1
8425,high-risk,15720.0,612.0,business,46580.03,5,0.45,3,1
8426,low-risk,25460.0,648.0,debt consolidation,42516.56,5,0.4,5,1
8427,high-risk,15261.0,615.0,business,62330.36,8,0.5,3,1
8428,high-risk,15292.0,622.0,car,49637.81,8,0.5,3,1
8429,low-risk,21841.0,,home improvement,55275.7,10,0.3,3,1
8430,high-risk,18433.0,635.0,car,47678.42,3,0.5,5,2
8431,low-risk,17964.0,679.0,home improvement,60533.09,3,0.4,3,0
8432,high-risk,13768.0,635.0,home improvement,53425.73,8,0.5,4,2
8433,low-risk,19628.0,650.0,medical expenses,56301.38,2,0.35,3,0
8434,high-risk,19243.0,671.0,home improvement,54079.87,5,0.5,3,2
8435,low-risk,15531.0,684.0,home improvement,59998.66,3,0.4,3,1
8436,high-risk,16813.0,551.0,debt consolidation,62199.62,2,0.5,5,2
8437,low-risk,23426.0,686.0,car,52466.87,5,0.4,5,0
8438,low-risk,23386.0,713.0,business,58933.02,10,0.4,3,1
8439,high-risk,15190.0,541.0,medical expenses,52823.65,8,0.45,5,1
8440,high-risk,18781.0,610.0,home improvement,59795.06,2,0.5,3,1
8441,low-risk,19686.0,698.0,debt consolidation,50389.53,5,0.4,4,0
8442,low-risk,19584.0,648.0,home improvement,55656.09,8,0.3,2,0
8443,low-risk,12298.0,711.0,medical expenses,53550.11,8,0.4,5,0
8444,high-risk,15788.0,627.0,car,59480.46,3,0.5,3,2
8445,high-risk,13468.0,596.0,business,50315.17,5,0.45,3,2
8446,high-risk,17275.0,602.0,debt consolidation,53063.33,8,0.45,3,2
8447,low-risk,17509.0,677.0,medical expenses,56920.86,3,0.35,3,0
8448,low-risk,21387.0,736.0,medical expenses,57584.54,8,0.4,3,0
8449,low-risk,23141.0,674.0,home improvement,51488.23,5,0.35,5,0
8450,high-risk,12352.0,638.0,debt consolidation,58204.6,8,0.5,3,2
8451,low-risk,13150.0,714.0,business,69398.12,10,0.3,3,0
8452,high-risk,19659.0,632.0,medical expenses,54979.44,10,0.45,3,1
8453,low-risk,22284.0,660.0,business,46821.09,10,0.3,2,0
8454,low-risk,17158.0,737.0,car,55590.0,10,0.35,3,1
8455,low-risk,19238.0,715.0,home improvement,58624.12,2,0.4,3,0
8456,low-risk,16534.0,677.0,business,53414.59,8,0.4,4,1
8457,low-risk,12290.0,707.0,medical expenses,57080.34,8,0.35,5,1
8458,low-risk,23081.0,730.0,medical expenses,52145.19,8,0.3,4,0
8459,low-risk,19989.0,703.0,medical expenses,59265.41,8,0.4,3,0
8460,high-risk,15285.0,613.0,medical expenses,57190.32,3,0.5,3,2
8461,low-risk,22572.0,731.0,debt consolidation,57385.88,2,0.4,5,1
8462,low-risk,18937.0,746.0,home improvement,58613.93,8,0.3,2,1
8463,low-risk,19750.0,696.0,debt consolidation,54891.15,3,0.35,2,1
8464,low-risk,21699.0,660.0,debt consolidation,55478.93,2,0.4,3,0
8465,high-risk,13088.0,629.0,home improvement,59649.04,3,0.5,4,1
8466,low-risk,20968.0,679.0,medical expenses,57941.16,10,0.4,3,1
8467,high-risk,10372.0,542.0,car,54798.59,10,0.5,4,1
8468,low-risk,19110.0,650.0,debt consolidation,52549.87,3,0.4,2,1
